ID,Age,Education,Marital_Status,Income,Total_Spending,Total_Purchases,Recency,Total_Campaign_Accepted,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Customer_Segment
7254,45,Graduation,Together,38361.0,137,7,74,0,3,1,3,Low-Value / Low-Engagement Customers
4543,34,Graduation,Married,82497.0,1919,18,32,1,2,7,9,High-Value & Highly Engaged Customers
4927,43,Graduation,Together,16626.0,68,6,76,0,3,0,3,Low-Value / Low-Engagement Customers
10451,49,Graduation,Together,29672.0,25,3,6,0,0,0,3,Low-Value / Low-Engagement Customers
2926,62,Master,Together,55951.0,1374,20,62,2,3,6,11,Regular / Moderate-Value Customers
2874,26,2n Cycle,Divorced,35388.0,32,4,20,0,1,0,3,Low-Value / Low-Engagement Customers
9738,28,Master,Together,42386.0,100,6,43,0,3,0,3,Regular / Moderate-Value Customers
7119,32,Graduation,Single,68627.0,825,11,45,0,2,3,6,High-Value & Highly Engaged Customers
3924,49,PhD,Divorced,57912.0,916,23,34,1,8,3,12,Regular / Moderate-Value Customers
5827,56,Graduation,Divorced,35246.0,62,7,53,0,3,1,3,Regular / Moderate-Value Customers
5596,58,2n Cycle,Together,58821.0,728,20,44,0,9,2,9,Regular / Moderate-Value Customers
10812,36,PhD,Married,46377.0,90,6,89,0,2,1,3,Regular / Moderate-Value Customers
1717,26,Graduation,Single,39747.0,273,10,43,0,5,1,4,Low-Value / Low-Engagement Customers
9491,30,Graduation,Together,23976.0,66,7,68,0,3,1,3,Low-Value / Low-Engagement Customers
9274,53,Master,Married,80950.0,1213,22,44,1,6,7,9,High-Value & Highly Engaged Customers
6609,48,Graduation,Widow,27038.0,107,6,64,0,3,0,3,Low-Value / Low-Engagement Customers
6963,67,Graduation,Single,77457.0,1157,17,85,1,2,5,10,High-Value & Highly Engaged Customers
4440,50,Master,Married,64100.0,546,17,93,1,8,3,6,Regular / Moderate-Value Customers
1379,22,Master,Together,42670.0,241,10,12,0,4,2,4,Regular / Moderate-Value Customers
10032,38,Graduation,Divorced,12571.0,53,7,86,0,3,1,3,Low-Value / Low-Engagement Customers
2826,47,Graduation,Married,22574.0,37,5,28,0,2,0,3,Regular / Moderate-Value Customers
2437,25,Graduation,Married,51373.0,1611,23,69,2,6,5,12,High-Value & Highly Engaged Customers
6320,38,Master,Single,70893.0,1508,22,42,0,6,6,10,High-Value & Highly Engaged Customers
3050,48,Graduation,Married,54198.0,235,10,13,0,3,1,6,Regular / Moderate-Value Customers
231,58,Master,Together,28839.0,32,5,86,0,2,0,3,Regular / Moderate-Value Customers
2392,42,Graduation,Married,40321.0,102,6,59,0,3,0,3,Regular / Moderate-Value Customers
9478,29,Graduation,Single,66503.0,401,13,30,0,4,3,6,Low-Value / Low-Engagement Customers
113,63,Graduation,Married,30833.0,28,4,33,0,1,0,3,Regular / Moderate-Value Customers
2863,44,Graduation,Single,51373.0,1052,15,67,2,2,3,10,Regular / Moderate-Value Customers
1802,43,Graduation,Married,64795.0,680,18,23,0,3,3,12,Regular / Moderate-Value Customers
520,40,Graduation,Married,34421.0,30,3,81,0,1,0,2,Low-Value / Low-Engagement Customers
8275,49,PhD,Divorced,47025.0,20,3,6,0,1,0,2,Regular / Moderate-Value Customers
9750,53,PhD,Divorced,64325.0,1307,18,41,0,10,3,5,High-Value & Highly Engaged Customers
2607,61,Graduation,Single,40464.0,630,18,78,0,8,2,8,Regular / Moderate-Value Customers
7214,57,Graduation,Married,62187.0,1283,17,49,0,4,8,5,High-Value & Highly Engaged Customers
5835,38,PhD,Divorced,14849.0,65,6,39,0,2,0,4,Low-Value / Low-Engagement Customers
3896,30,Graduation,Married,27255.0,37,4,3,0,1,0,3,Regular / Moderate-Value Customers
10350,64,PhD,Married,54432.0,38,4,37,0,1,0,3,Regular / Moderate-Value Customers
7786,28,PhD,Single,29999.0,160,8,22,0,3,1,4,Regular / Moderate-Value Customers
2861,31,Graduation,Single,24072.0,23,3,79,0,1,0,2,Low-Value / Low-Engagement Customers
663,25,PhD,Single,33996.0,71,5,46,0,1,1,3,Low-Value / Low-Engagement Customers
10675,58,PhD,Married,66334.0,1161,17,82,0,9,3,5,Regular / Moderate-Value Customers
2521,43,Master,Married,35178.0,59,4,10,1,1,1,2,Regular / Moderate-Value Customers
9592,31,Graduation,Together,22010.0,33,5,51,0,2,0,3,Low-Value / Low-Engagement Customers
10151,54,Graduation,Divorced,62204.0,946,21,38,0,4,5,12,Regular / Moderate-Value Customers
7381,46,Graduation,Divorced,75693.0,1442,21,10,3,11,4,6,High-Value & Highly Engaged Customers
4099,42,Graduation,Married,30675.0,62,4,14,0,1,0,3,Low-Value / Low-Engagement Customers
9560,49,Graduation,Together,83003.0,1674,21,18,1,7,6,8,High-Value & Highly Engaged Customers
10172,26,Graduation,Single,68655.0,1538,20,95,0,4,5,11,High-Value & Highly Engaged Customers
11191,28,Graduation,Divorced,41411.0,139,7,11,0,2,1,4,Low-Value / Low-Engagement Customers
9707,45,PhD,Married,55212.0,1182,17,65,2,4,2,11,Regular / Moderate-Value Customers
6245,64,PhD,Together,59292.0,507,16,71,0,3,5,8,Regular / Moderate-Value Customers
8234,41,Basic,Together,27190.0,18,3,13,1,1,0,2,Low-Value / Low-Engagement Customers
1411,62,Graduation,Divorced,82623.0,940,15,58,0,2,9,4,High-Value & Highly Engaged Customers
8553,49,Graduation,Married,44300.0,42,4,65,0,1,0,3,Regular / Moderate-Value Customers
1826,44,Graduation,Divorced,84835.0,1190,14,0,0,4,4,6,High-Value & Highly Engaged Customers
8842,43,Graduation,Widow,30372.0,44,5,33,0,2,0,3,Low-Value / Low-Engagement Customers
11030,38,Master,Married,33181.0,16,3,90,1,1,0,2,Regular / Moderate-Value Customers
2579,57,Graduation,Married,71113.0,835,22,95,0,6,7,9,High-Value & Highly Engaged Customers
175,28,Graduation,Married,71952.0,1443,20,93,2,8,4,8,High-Value & Highly Engaged Customers
9185,48,PhD,Single,69759.0,1029,15,38,0,4,6,5,High-Value & Highly Engaged Customers
11056,40,Graduation,Married,72099.0,1188,17,18,0,3,4,10,High-Value & Highly Engaged Customers
9365,38,PhD,Single,60000.0,1277,19,57,0,11,3,5,Regular / Moderate-Value Customers
6201,36,Graduation,Single,38643.0,49,5,45,0,2,0,3,Regular / Moderate-Value Customers
2061,59,Graduation,Married,50737.0,99,6,61,1,2,0,4,Regular / Moderate-Value Customers
6184,45,PhD,Married,68462.0,1670,14,6,0,3,3,8,High-Value & Highly Engaged Customers
6142,71,Master,Married,65073.0,900,13,65,0,5,3,5,High-Value & Highly Engaged Customers
4107,66,PhD,Together,46681.0,425,14,52,0,4,6,4,Regular / Moderate-Value Customers
7274,57,Graduation,Married,78618.0,2153,21,87,1,4,7,10,High-Value & Highly Engaged Customers
9336,45,PhD,Widow,62187.0,636,18,38,0,6,2,10,Regular / Moderate-Value Customers
2958,36,Graduation,Married,28442.0,57,7,53,0,2,1,4,Low-Value / Low-Engagement Customers
933,36,PhD,Married,37717.0,25,3,31,0,1,0,2,Low-Value / Low-Engagement Customers
5837,47,Graduation,Married,51479.0,494,15,67,0,6,3,6,Regular / Moderate-Value Customers
10704,45,Graduation,Single,54803.0,693,17,65,0,6,2,9,Regular / Moderate-Value Customers
5125,54,Graduation,Married,79530.0,1348,25,64,0,4,10,11,High-Value & Highly Engaged Customers
4432,38,Graduation,Divorced,31615.0,51,5,82,0,2,0,3,Low-Value / Low-Engagement Customers
5955,52,Graduation,Together,72025.0,1932,15,27,0,4,3,8,High-Value & Highly Engaged Customers
2928,39,PhD,Single,52614.0,990,14,63,0,2,4,8,Regular / Moderate-Value Customers
5680,30,2n Cycle,Married,35684.0,30,4,66,0,1,0,3,Low-Value / Low-Engagement Customers
10313,39,Graduation,Married,48178.0,254,10,69,0,5,1,4,Regular / Moderate-Value Customers
2557,44,Master,Single,29548.0,29,4,52,1,1,1,2,Low-Value / Low-Engagement Customers
1245,48,Graduation,Single,63810.0,1371,19,45,1,4,3,12,High-Value & Highly Engaged Customers
1519,42,PhD,Single,38578.0,73,6,2,0,3,0,3,Regular / Moderate-Value Customers
10703,39,Master,Single,46098.0,120,7,86,0,3,2,2,Regular / Moderate-Value Customers
1726,44,Graduation,Single,22585.0,81,4,23,1,1,1,2,Low-Value / Low-Engagement Customers
4459,25,Graduation,Single,30279.0,37,4,13,0,1,0,3,Low-Value / Low-Engagement Customers
1729,53,PhD,Together,66426.0,1377,18,14,0,3,5,10,Regular / Moderate-Value Customers
1517,45,Graduation,Single,30822.0,51,4,92,0,1,0,3,Low-Value / Low-Engagement Customers
2098,45,PhD,Married,33581.0,17,3,38,0,1,0,2,Regular / Moderate-Value Customers
9543,29,Graduation,Married,19986.0,22,3,74,0,0,0,3,Low-Value / Low-Engagement Customers
6878,60,Graduation,Widow,27421.0,324,11,14,0,4,1,6,Low-Value / Low-Engagement Customers
3310,41,2n Cycle,Married,35688.0,211,9,94,0,4,1,4,Regular / Moderate-Value Customers
2724,33,Master,Single,36143.0,19,3,33,0,0,1,2,Regular / Moderate-Value Customers
948,43,Graduation,Single,10245.0,41,5,32,0,1,2,2,Low-Value / Low-Engagement Customers
6720,46,Master,Together,43795.0,492,14,11,1,7,3,4,Regular / Moderate-Value Customers
6202,54,Graduation,Together,63381.0,1005,22,78,0,4,5,13,High-Value & Highly Engaged Customers
2066,65,Graduation,Together,38823.0,114,6,56,0,2,1,3,Regular / Moderate-Value Customers
9799,46,PhD,Divorced,83664.0,1173,16,57,0,2,2,12,Regular / Moderate-Value Customers
8318,35,Graduation,Together,90300.0,1738,19,7,1,5,6,8,High-Value & Highly Engaged Customers
5642,35,Master,Together,62499.0,222,10,0,0,3,1,6,Regular / Moderate-Value Customers
2669,21,Graduation,Single,74293.0,1127,15,66,0,5,4,6,High-Value & Highly Engaged Customers
455,68,PhD,Married,51012.0,209,9,86,0,4,1,4,Regular / Moderate-Value Customers
7683,46,Master,Married,70777.0,787,20,80,0,5,3,12,Regular / Moderate-Value Customers
3428,23,PhD,Together,68682.0,1598,23,56,0,4,9,10,High-Value & Highly Engaged Customers
7414,43,Graduation,Married,43824.0,186,8,18,0,3,1,4,Regular / Moderate-Value Customers
6354,30,Graduation,Together,15345.0,47,4,51,0,1,1,2,Low-Value / Low-Engagement Customers
798,27,Graduation,Single,23442.0,27,4,71,0,1,0,3,Low-Value / Low-Engagement Customers
8213,34,2n Cycle,Together,14515.0,96,7,71,0,2,2,3,Low-Value / Low-Engagement Customers
2488,58,2n Cycle,Divorced,31395.0,64,6,80,0,2,1,3,Regular / Moderate-Value Customers
9999,49,Graduation,Together,75276.0,1040,22,2,0,9,4,9,High-Value & Highly Engaged Customers
7617,40,Graduation,Single,42373.0,163,8,83,0,2,1,5,Regular / Moderate-Value Customers
615,54,Graduation,Together,30507.0,343,10,29,0,5,1,4,Low-Value / Low-Engagement Customers
2552,59,PhD,Single,55521.0,446,15,11,1,6,3,6,Regular / Moderate-Value Customers
194,49,Graduation,Married,48006.0,41,4,55,0,1,0,3,Regular / Moderate-Value Customers
3645,42,PhD,Single,27213.0,70,6,19,0,2,0,4,Low-Value / Low-Engagement Customers
8890,43,PhD,Divorced,65808.0,272,11,1,0,5,1,5,Regular / Moderate-Value Customers
5049,40,PhD,Together,30351.0,46,5,19,0,3,0,2,Low-Value / Low-Engagement Customers
9973,51,Graduation,Married,50437.0,490,16,28,0,7,1,8,Regular / Moderate-Value Customers
7301,32,2n Cycle,Single,23616.0,79,6,76,0,3,0,3,Low-Value / Low-Engagement Customers
10882,38,Graduation,Married,53858.0,915,13,50,0,4,3,6,High-Value & Highly Engaged Customers
7030,59,PhD,Married,66465.0,1485,32,1,1,11,9,12,High-Value & Highly Engaged Customers
7422,27,Graduation,Single,46923.0,369,13,90,0,5,1,7,Low-Value / Low-Engagement Customers
3523,52,Graduation,Together,75072.0,1073,17,83,0,5,4,8,High-Value & Highly Engaged Customers
7106,71,PhD,Married,75865.0,1242,18,73,0,3,5,10,High-Value & Highly Engaged Customers
6504,39,2n Cycle,Together,19789.0,78,6,24,1,2,1,3,Low-Value / Low-Engagement Customers
5067,20,Graduation,Together,80134.0,1378,20,11,4,2,7,11,High-Value & Highly Engaged Customers
4216,33,Graduation,Single,91065.0,1474,25,33,2,7,9,9,High-Value & Highly Engaged Customers
8581,43,Master,Married,49505.0,751,20,4,0,10,2,8,Regular / Moderate-Value Customers
5929,41,PhD,Married,37401.0,48,5,14,0,2,0,3,Low-Value / Low-Engagement Customers
3129,31,Graduation,Married,30096.0,45,5,30,0,2,0,3,Low-Value / Low-Engagement Customers
6528,32,Master,Together,18492.0,10,3,75,0,1,0,2,Low-Value / Low-Engagement Customers
1361,40,Master,Married,82584.0,1435,15,26,2,3,4,8,High-Value & Highly Engaged Customers
6932,73,PhD,Married,93027.0,2119,22,77,1,7,10,5,High-Value & Highly Engaged Customers
7284,61,Graduation,Married,48686.0,20,3,8,0,1,0,2,Regular / Moderate-Value Customers
1340,28,Graduation,Married,92910.0,1795,26,42,3,6,7,13,High-Value & Highly Engaged Customers
8746,25,Graduation,Married,75433.0,1188,17,28,2,2,5,10,High-Value & Highly Engaged Customers
5987,25,2n Cycle,Together,10404.0,43,5,52,0,1,0,4,Low-Value / Low-Engagement Customers
3767,46,Graduation,Married,61314.0,1008,22,1,0,5,5,12,High-Value & Highly Engaged Customers
3725,53,PhD,Single,84865.0,1688,15,1,4,2,4,9,High-Value & Highly Engaged Customers
4324,25,Graduation,Married,42387.0,684,16,42,0,8,1,7,Regular / Moderate-Value Customers
238,47,2n Cycle,Together,67309.0,1082,24,76,0,9,6,9,Regular / Moderate-Value Customers
6694,50,Graduation,Married,75236.0,1068,24,27,0,8,3,13,High-Value & Highly Engaged Customers
498,44,Graduation,Single,30015.0,57,5,28,0,1,0,4,Regular / Moderate-Value Customers
9347,58,Master,Together,50943.0,46,4,49,0,1,0,3,Regular / Moderate-Value Customers
9699,48,Graduation,Divorced,67272.0,733,20,12,0,6,2,12,High-Value & Highly Engaged Customers
10664,65,Master,Widow,51529.0,467,15,14,0,9,1,5,Regular / Moderate-Value Customers
5455,43,PhD,Married,32011.0,122,7,89,0,2,1,4,Regular / Moderate-Value Customers
456,28,2n Cycle,Married,7500.0,36,5,96,0,2,0,3,Low-Value / Low-Engagement Customers
5012,25,Graduation,Married,28691.0,34,4,56,0,1,0,3,Low-Value / Low-Engagement Customers
7495,66,PhD,Married,56223.0,156,8,72,0,2,1,5,Regular / Moderate-Value Customers
5029,68,Graduation,Married,18100.0,14,3,14,0,0,0,3,Low-Value / Low-Engagement Customers
10642,25,Graduation,Single,30279.0,37,4,13,0,1,0,3,Low-Value / Low-Engagement Customers
2106,40,2n Cycle,Married,20130.0,34,4,99,0,1,0,3,Low-Value / Low-Engagement Customers
10364,55,Graduation,Divorced,23295.0,20,3,72,0,1,0,2,Low-Value / Low-Engagement Customers
5954,42,Master,Divorced,42618.0,192,9,92,0,5,0,4,Low-Value / Low-Engagement Customers
1137,50,Graduation,Single,81246.0,1379,16,87,2,4,5,7,High-Value & Highly Engaged Customers
2541,38,Graduation,Married,24027.0,48,5,7,0,2,0,3,Low-Value / Low-Engagement Customers
1142,61,PhD,Married,55707.0,428,14,91,0,3,2,9,Regular / Moderate-Value Customers
2276,59,Graduation,Single,57959.0,868,22,71,0,4,7,11,High-Value & Highly Engaged Customers
2807,45,Graduation,Married,56796.0,1001,24,24,0,8,9,7,High-Value & Highly Engaged Customers
6471,43,Master,Single,36230.0,59,6,17,0,2,0,4,Low-Value / Low-Engagement Customers
6131,34,2n Cycle,Married,70829.0,431,14,87,0,4,2,8,Regular / Moderate-Value Customers
6233,38,Graduation,Married,65991.0,971,24,21,0,9,5,10,High-Value & Highly Engaged Customers
4148,42,Graduation,Married,38988.0,348,12,90,0,5,1,6,Regular / Moderate-Value Customers
4947,48,2n Cycle,Single,89572.0,2059,23,44,2,7,7,9,High-Value & Highly Engaged Customers
3225,30,Master,Married,42207.0,265,10,71,1,4,1,5,Regular / Moderate-Value Customers
7540,62,Graduation,Married,50300.0,270,11,52,0,2,1,8,Regular / Moderate-Value Customers
10648,32,2n Cycle,Together,66664.0,1289,18,78,0,5,7,6,High-Value & Highly Engaged Customers
1992,50,Graduation,Married,60597.0,893,12,2,1,2,2,8,Regular / Moderate-Value Customers
7851,65,Graduation,Widow,70165.0,926,21,60,0,3,7,11,High-Value & Highly Engaged Customers
8594,56,PhD,Widow,50520.0,135,7,25,0,3,1,3,Regular / Moderate-Value Customers
7059,51,Graduation,Married,80124.0,1495,18,47,1,3,7,8,High-Value & Highly Engaged Customers
2815,39,Graduation,Married,33183.0,120,7,46,0,4,0,3,Low-Value / Low-Engagement Customers
2416,45,PhD,Single,66582.0,1288,19,83,0,2,8,9,High-Value & Highly Engaged Customers
7999,59,PhD,Together,75261.0,1743,16,17,2,5,6,5,High-Value & Highly Engaged Customers
9213,44,Graduation,Widow,31880.0,15,3,13,0,1,0,2,Low-Value / Low-Engagement Customers
9697,63,Graduation,Married,53790.0,542,17,86,0,7,2,8,Regular / Moderate-Value Customers
3916,43,PhD,Together,49269.0,890,22,92,0,7,3,12,Regular / Moderate-Value Customers
2021,39,Graduation,Married,61456.0,1388,29,47,0,6,10,13,High-Value & Highly Engaged Customers
1581,34,Graduation,Married,37406.0,17,3,18,0,1,0,2,Low-Value / Low-Engagement Customers
564,33,PhD,Together,56937.0,906,23,81,1,8,6,9,Regular / Moderate-Value Customers
6619,36,Graduation,Married,38415.0,44,4,91,0,1,0,3,Regular / Moderate-Value Customers
9081,26,Graduation,Single,20518.0,25,4,58,0,1,1,2,Low-Value / Low-Engagement Customers
178,58,Graduation,Married,62503.0,973,22,40,0,8,3,11,High-Value & Highly Engaged Customers
916,42,PhD,Single,41644.0,31,4,67,0,1,0,3,Regular / Moderate-Value Customers
5512,37,Master,Married,55842.0,518,16,19,0,7,1,8,Regular / Moderate-Value Customers
8970,42,PhD,Married,62010.0,530,15,93,0,6,2,7,Regular / Moderate-Value Customers
10581,37,Graduation,Married,41124.0,506,14,41,0,7,3,4,Regular / Moderate-Value Customers
5300,41,Master,Married,38961.0,70,5,60,0,2,1,2,Low-Value / Low-Engagement Customers
5154,42,Master,Divorced,37760.0,54,5,54,0,2,0,3,Low-Value / Low-Engagement Customers
8346,40,Graduation,Single,32233.0,296,10,26,1,6,2,2,Regular / Moderate-Value Customers
1676,39,Graduation,Married,43057.0,266,11,30,0,4,2,5,Regular / Moderate-Value Customers
9286,54,Master,Together,83151.0,747,18,93,0,5,9,4,High-Value & Highly Engaged Customers
2426,50,PhD,Divorced,78825.0,895,28,35,0,5,10,13,High-Value & Highly Engaged Customers
5172,38,Master,Together,65104.0,1053,15,4,0,3,5,7,Regular / Moderate-Value Customers
5562,40,Graduation,Married,60093.0,735,19,92,0,7,2,10,Regular / Moderate-Value Customers
3436,45,Graduation,Married,14045.0,20,4,24,0,1,0,3,Regular / Moderate-Value Customers
3921,62,2n Cycle,Widow,28457.0,205,9,96,0,4,1,4,Low-Value / Low-Engagement Customers
3403,56,PhD,Together,78952.0,2092,19,11,0,2,5,12,High-Value & Highly Engaged Customers
22,38,Graduation,Divorced,46310.0,309,12,99,0,6,1,5,Regular / Moderate-Value Customers
10965,59,Graduation,Together,76005.0,1722,21,72,1,3,5,13,High-Value & Highly Engaged Customers
9426,50,Master,Single,58308.0,900,11,77,0,2,6,3,Regular / Moderate-Value Customers
6605,70,PhD,Divorced,55614.0,682,19,85,1,9,4,6,High-Value & Highly Engaged Customers
3136,52,Master,Divorced,59432.0,663,19,88,0,5,3,11,High-Value & Highly Engaged Customers
8737,36,Graduation,Divorced,55563.0,43,5,22,0,2,0,3,Regular / Moderate-Value Customers
11088,43,PhD,Together,78642.0,1816,17,83,0,4,9,4,High-Value & Highly Engaged Customers
716,65,PhD,Together,67911.0,976,24,63,0,6,7,11,High-Value & Highly Engaged Customers
466,70,Graduation,Married,65275.0,746,20,9,0,4,3,13,High-Value & Highly Engaged Customers
9135,64,Graduation,Together,27203.0,64,4,92,0,1,1,2,Regular / Moderate-Value Customers
10623,53,Master,Together,48330.0,32,4,2,0,1,0,3,Regular / Moderate-Value Customers
8151,24,Basic,Married,24279.0,263,8,6,0,4,1,3,Low-Value / Low-Engagement Customers
5140,29,PhD,Married,64355.0,1445,19,66,0,4,3,12,Regular / Moderate-Value Customers
10160,58,Master,Together,50943.0,46,4,49,0,1,0,3,Regular / Moderate-Value Customers
4945,61,Graduation,Widow,53653.0,1210,26,29,0,10,4,12,High-Value & Highly Engaged Customers
10584,38,Graduation,Married,65665.0,945,23,77,0,5,10,8,High-Value & Highly Engaged Customers
6071,25,Graduation,Single,81217.0,1157,21,77,0,3,7,11,High-Value & Highly Engaged Customers
3386,22,Graduation,Married,34935.0,137,7,71,0,2,1,4,Low-Value / Low-Engagement Customers
8939,55,Graduation,Divorced,61250.0,730,19,49,0,5,2,12,Regular / Moderate-Value Customers
9925,33,PhD,Together,39665.0,216,9,97,1,4,2,3,Regular / Moderate-Value Customers
4320,35,Graduation,Single,60152.0,943,22,6,0,6,4,12,High-Value & Highly Engaged Customers
5389,50,Graduation,Married,48920.0,347,13,93,1,6,2,5,Regular / Moderate-Value Customers
6036,55,Master,Together,89120.0,1924,18,78,1,5,6,7,High-Value & Highly Engaged Customers
182,68,PhD,Together,44124.0,397,13,62,0,6,2,5,Regular / Moderate-Value Customers
203,39,Master,Single,81169.0,2089,21,47,0,5,7,9,High-Value & Highly Engaged Customers
11025,53,Graduation,Married,36443.0,138,7,9,0,3,1,3,Regular / Moderate-Value Customers
10203,24,Graduation,Single,26095.0,42,4,77,0,1,0,3,Low-Value / Low-Engagement Customers
4607,55,Graduation,Together,71367.0,777,16,24,0,4,5,7,High-Value & Highly Engaged Customers
3711,70,Master,Married,80184.0,1902,19,19,2,6,3,10,High-Value & Highly Engaged Customers
